Name;Class;Vertices;Faces;;Min X;Min Y;Min Z;Max X;Max Y;Max Z; ;Range X;Range Y;Range Z
330;Mech;15000;29996;;-0,541424;-0,639756;-0,540723;0,543125;0,824401;0,543826;;1,084549;1,464157;1,084549
329;Mech;14999;29994;;-0,539618;-0,635832;-0,539271;0,545599;0,829228;0,545947;;1,085217;1,46506;1,085218
328;Mech;14994;29984;;-0,544699;-0,634225;-0,544273;0,546494;0,838902;0,54692;;1,091193;1,473127;1,091193
m708;m708;1866;3668;;0,025;0,025;0,025;0,444273;0,975;0,064188;;0,419273;0,95;0,03918801
m707;m707;4325;8628;;0,025;0,025;0,025;0,269817;0,975;0,0655613;;0,244817;0,95;0,0405613
m706;m706;3162;9347;;0,025;0,025;0,025;0,284408;0,975;0,0859752;;0,259408;0,95;0,0609752
m705;m705;7910;15768;;0,025;0,025;0,025;0,466069;0,975;0,0946068;;0,441069;0,95;0,0696068
m704;m704;408;812;;0,025;0,025;0,025;0,054935;0,0861275;0,975;;0,029935;0,0611275;0,95
m640;m640;3712;7346;;0,025;0,025;0,025;0,389521;0,975;0,180773;;0,364521;0,95;0,155773
m639;m639;23238;45776;;0,025;0,025;0,025;0,975;0,365667;0,1635;;0,95;0,340667;0,1385
m638;m638;3884;7584;;0,025;0,025;0,025;0,304849;0,975;0,116494;;0,279849;0,95;0,091494
m637;m637;8636;16931;;0,025;0,025;0,025;0,975;0,0821921;0,312649;;0,95;0,0571921;0,287649
m636;m636;8889;17465;;0,025;0,025;0,025;0,376161;0,0905568;0,975;;0,351161;0,0655568;0,95
m619;m619;361;696;;0,025;0,025;0,025;0,174245;0,975;0,174245;;0,149245;0,95;0,149245
m618;m618;1622;3232;;0,025;0,025;0,025;0,134223;0,975;0,134222;;0,109223;0,95;0,109222
m617;m617;4440;8828;;0,025;0,025;0,025;0,381876;0,975;0,417182;;0,356876;0,95;0,392182
m616;m616;14129;28358;;0,025;0,025;0,025;0,773417;0,975;0,442888;;0,748417;0,95;0,417888
m615;m615;2689;5410;;0,025;0,025;0,025;0,863495;0,747334;0,975;;0,838495;0,722334;0,95
m614;m614;336;684;;0,025;0,025;0,025;0,396062;0,975;0,919718;;0,371062;0,95;0,8947181
m613;m613;136;200;;0,025;0,025;0,025;0,975;0,934536;0,298021;;0,95;0,909536;0,273021
m612;m612;437;1106;;0,025;0,025;0,025;0,759927;0,908108;0,975;;0,734927;0,883108;0,95
m611;m611;87;200;;0,025;0,025;0,025;0,844015;0,975;0,458932;;0,819015;0,95;0,433932
m610;m610;4231;8478;;0,025;0,025;0,025;0,975;0,63777;0,551808;;0,95;0,61277;0,526808
m609;m609;1137;2234;;0,025;0,025;0,025;0,212564;0,720676;0,975;;0,187564;0,695676;0,95
m608;m608;699;1314;;0,025;0,025;0,025;0,759984;0,90819;0,975;;0,734984;0,88319;0,95
m607;m607;901;1709;;0,025;0,025;0,025;0,345388;0,975;0,843612;;0,320388;0,95;0,818612
m606;m606;87;145;;0,025;0,025;0,025;0,838636;0,975;0,458987;;0,813636;0,95;0,433987
m605;m605;531;1300;;0,025;0,025;0,025;0,502077;0,975;0,836867;;0,477077;0,95;0,811867
m604;m604;1316;2333;;0,025;0,025;0,025;0,69906;0,975;0,156056;;0,67406;0,95;0,131056
m572;m572;981;1851;;0,025;0,025;0,025;0,572616;0,975;0,808839;;0,547616;0,95;0,783839
m571;m571;122;192;;0,025;0,025;0,025;0,894374;0,975;0,781789;;0,869374;0,95;0,756789
m570;m570;408;1014;;0,025;0,025;0,025;0,831863;0,975;0,509118;;0,806863;0,95;0,484118
m569;m569;268;475;;0,025;0,025;0,025;0,832858;0,644279;0,975;;0,807858;0,619279;0,95
m568;m568;64;104;;0,025;0,025;0,025;0,975;0,970164;0,410889;;0,95;0,945164;0,385889
m567;m567;1786;2040;;0,025;0,025;0,025;0,975;0,685929;0,490474;;0,95;0,660929;0,465474
m566;m566;337;608;;0,025;0,025;0,025;0,883984;0,975;0,268916;;0,8589841;0,95;0,243916
m565;m565;852;1576;;0,025;0,025;0,025;0,897931;0,975;0,469919;;0,872931;0,95;0,444919
m564;m564;2175;3552;;0,025;0,025;0,025;0,714424;0,975;0,50587;;0,689424;0,95;0,48087
m563;m563;152;258;;0,025;0,025;0,025;0,975;0,85625;0,7375;;0,95;0,83125;0,7125
m562;m562;295;556;;0,025;0,025;0,025;0,975;0,723737;0,625867;;0,95;0,698737;0,600867
m561;m561;158;272;;0,025;0,025;0,025;0,629148;0,975;0,493218;;0,604148;0,95;0,468218
m560;m560;4284;8224;;0,025;0,025;0,025;0,920026;0,907974;0,975;;0,895026;0,882974;0,95
m559;m559;395;749;;0,025;0,025;0,025;0,919118;0,975;0,875703;;0,894118;0,95;0,850703
m558;m558;28;40;;0,025;0,025;0,025;0,975;0,920714;0,947857;;0,95;0,895714;0,922857
m557;m557;16;28;;0,025;0,025;0,025;0,908721;0,820349;0,975;;0,8837211;0,795349;0,95
m556;m556;94;164;;0,025;0,025;0,025;0,816667;0,975;0,77792;;0,791667;0,95;0,75292
m555;m555;591;1063;;0,025;0,025;0,025;0,797975;0,975;0,9309;;0,772975;0,95;0,9059
m554;m554;163;294;;0,025;0,025;0,025;0,975;0,937003;0,875022;;0,95;0,912003;0,850022
m553;m553;376;760;;0,025;0,025;0,025;0,975;0,925064;0,796875;;0,95;0,9000641;0,771875
m552;m552;341;636;;0,025;0,025;0,025;0,897519;0,905778;0,975;;0,872519;0,880778;0,95
m551;m551;2393;3712;;0,025;0,025;0,025;0,967461;0,924777;0,975;;0,942461;0,899777;0,95
m550;m550;64;96;;0,025;0,025;0,025;0,975;0,766143;0,946794;;0,95;0,741143;0,921794
m549;m549;829;1543;;0,025;0,025;0,025;0,975;0,932313;0,698835;;0,95;0,907313;0,673835
m548;m548;56;104;;0,025;0,025;0,025;0,763889;0,975;0,922222;;0,738889;0,95;0,897222
m547;m547;529;1000;;0,025;0,025;0,025;0,975;0,714336;0,975;;0,95;0,689336;0,95
m546;m546;1002;2000;;0,025;0,025;0,025;0,669058;0,975;0,669058;;0,644058;0,95;0,644058
m545;m545;402;800;;0,025;0,025;0,025;0,975;0,409609;0,975;;0,95;0,384609;0,95
m544;m544;1002;2000;;0,025;0,025;0,025;0,669069;0,975;0,669069;;0,644069;0,95;0,644069
m543;m543;624;1196;;0,025;0,025;0,025;0,890313;0,975;0,890697;;0,8653131;0,95;0,865697
m542;m542;296;572;;0,025;0,025;0,025;0,642246;0,938592;0,975;;0,617246;0,913592;0,95
m541;m541;312;1196;;0,025;0,025;0,025;0,890313;0,975;0,890699;;0,8653131;0,95;0,8656991
m540;m540;304;604;;0,025;0,025;0,025;0,931966;0,803261;0,975;;0,906966;0,778261;0,95
m539;m539;2526;5004;;0,025;0,025;0,025;0,753297;0,975;0,7528;;0,728297;0,95;0,7278
m538;m538;301;638;;0,025;0,025;0,025;0,975;0,539535;0,974583;;0,95;0,514535;0,9495831
m537;m537;504;1008;;0,025;0,025;0,025;0,571605;0,975;0,571721;;0,5466051;0,95;0,546721
m536;m536;4578;9152;;0,025;0,025;0,025;0,5;0,5;0,975;;0,475;0,475;0,95
m535;m535;176;320;;0,025;0,025;0,025;0,674141;0,975;0,674141;;0,649141;0,95;0,649141
m534;m534;241;480;;0,025;0,025;0,025;0,639784;0,975;0,639784;;0,614784;0,95;0,614784
m533;m533;32;68;;0,025;0,025;0,025;0,615957;0,975;0,525106;;0,590957;0,95;0,500106
m532;m532;240;480;;0,025;0,025;0,025;0,42287;0,42287;0,975;;0,39787;0,39787;0,95
m531;m531;1296;2592;;0,025;0,025;0,025;0,495107;0,975;0,495135;;0,470107;0,95;0,470135
m530;m530;258;512;;0,025;0,025;0,025;0,975;0,298542;0,280546;;0,95;0,273542;0,255546
m529;m529;1750;3121;;0,025;0,025;0,025;0,970642;0,65045;0,975;;0,945642;0,62545;0,95
m528;m528;3128;6132;;0,025;0,025;0,025;0,404299;0,355883;0,975;;0,379299;0,330883;0,95
m527;m527;176;348;;0,025;0,025;0,025;0,975;0,975;0,975;;0,95;0,95;0,95
m526;m526;120;226;;0,025;0,025;0,025;0,975;0,658894;0,5;;0,95;0,633894;0,475
m525;m525;711;1285;;0,025;0,025;0,025;0,975;0,302908;0,291153;;0,95;0,277908;0,266153
m524;m524;2349;4830;;0,025;0,025;0,025;0,693611;0,975;0,69361;;0,668611;0,95;0,66861
m523;m523;4798;9244;;0,025;0,025;0,025;0,975;0,41198;0,350033;;0,95;0,38698;0,325033
m522;m522;1384;2648;;0,025;0,025;0,025;0,490391;0,482675;0,975;;0,465391;0,457675;0,95
m521;m521;6699;9507;;0,025;0,025;0,025;0,975;0,892724;0,970436;;0,95;0,867724;0,945436
m520;m520;150;272;;0,025;0,025;0,025;0,128694;0,975;0,463602;;0,103694;0,95;0,438602
m519;m519;134;264;;0,025;0,025;0,025;0,142348;0,975;0,596192;;0,117348;0,95;0,571192
m518;m518;1132;2220;;0,025;0,025;0,025;0,193612;0,975;0,38539;;0,168612;0,95;0,36039
m517;m517;70;112;;0,025;0,025;0,025;0,394445;0,975;0,132667;;0,369445;0,95;0,107667
m516;m516;70;110;;0,025;0,025;0,025;0,225463;0,975;0,520332;;0,200463;0,95;0,495332
m515;m515;94;168;;0,025;0,025;0,025;0,511633;0,975;0,279311;;0,486633;0,95;0,254311
m514;m514;49;59;;0,025;0,025;0,025;0,337572;0,975;0,575545;;0,312572;0,95;0,550545
m513;m513;17744;35488;;0,025;0,025;0,025;0,975;0,505807;0,746564;;0,95;0,480807;0,721564
m512;m512;94;188;;0,025;0,025;0,025;0,797587;0,975;0,797587;;0,772587;0,95;0,772587
m511;m511;294;790;;0,025;0,025;0,025;0,952202;0,975;0,920673;;0,927202;0,95;0,895673
m510;m510;2661;5252;;0,025;0,025;0,025;0,609613;0,975;0,522008;;0,584613;0,95;0,497008
m509;m509;5894;11812;;0,025;0,025;0,025;0,975;0,889272;0,714346;;0,95;0,864272;0,689346
m508;m508;998;1988;;0,025;0,025;0,025;0,975;0,809506;0,624925;;0,95;0,784506;0,599925
m507;m507;3330;6656;;0,025;0,025;0,025;0,975;0,695043;0,677239;;0,95;0,6700431;0,652239
m506;m506;8692;17597;;0,025;0,025;0,025;0,975;0,389901;0,682684;;0,95;0,364901;0,657684
m505;m505;5190;10370;;0,025;0,025;0,025;0,975;0,656013;0,929383;;0,95;0,631013;0,904383
111;Chair;8050;16100;;-0,33046;-0,876523;-0,417811;0,351096;0,790689;0,329557;;0,681556;1,667212;0,747368
110;Chair;8456;16920;;-0,325901;-0,876349;-0,420497;0,34473;0,764138;0,31437;;0,670631;1,640487;0,734867
109;Chair;10301;20602;;-0,428741;-0,767079;-0,371233;0,428097;0,622377;0,504622;;0,856838;1,389456;0,875855
108;Chair;10500;21008;;-0,608087;-0,894292;-0,586326;0,502543;0,889588;0,502049;;1,11063;1,78388;1,088375
107;Chair;11421;22854;;-0,580726;-0,896565;-0,485087;0,497275;0,877841;0,621226;;1,078001;1,774406;1,106313
106;Chair;14052;28104;;-0,611847;-0,469905;-0,859216;0,441864;0,475525;0,683096;;1,053711;0,94543;1,542312
105;Chair;9261;18530;;-0,327021;-0,396165;-0,878967;0,335791;0,248718;0,781982;;0,662812;0,644883;1,660949
104;Chair;8653;17306;;-0,334679;-0,391158;-0,877679;0,347536;0,273033;0,831891;;0,682215;0,664191;1,70957
103;Chair;9652;19304;;-0,489907;-0,81743;-0,447536;0,347921;0,842901;0,419289;;0,837828;1,660331;0,866825
102;Chair;15724;31456;;-0,609792;-0,759604;-0,677108;0,588386;0,810961;0,569081;;1,198178;1,570565;1,246189
101;Chair;8499;16998;;-0,493519;-0,821996;-0,374858;0,307603;0,8274;0,388485;;0,801122;1,649396;0,763343
320;Bust;27118;54232;;-0,890795;-0,774668;-0,695207;0,858232;0,955581;0,622633;;1,749027;1,730249;1,31784
319;Bust;26558;53112;;-0,984869;-0,527599;-0,55985;0,957168;0,552901;0,636884;;1,942037;1,0805;1,196734
318;Bust;25145;50286;;-0,520655;-0,747323;-0,760535;0,519813;0,684717;0,716309;;1,040468;1,43204;1,476844
317;Bust;27726;55448;;-0,516673;-0,986374;-0,725424;0,544574;0,813392;0,623639;;1,061247;1,799766;1,349063
316;Bust;23395;46786;;-0,514321;-0,894649;-0,636235;0,654632;0,724172;0,766385;;1,168953;1,618821;1,40262
m777;m777;1051;1860;;0,025;0,025;0,025;0,975;0,395501;0,19682;;0,95;0,370501;0,17182
m776;m776;880;1912;;0,025;0,025;0,025;0,975;0,420835;0,234905;;0,95;0,395835;0,209905
m775;m775;545;961;;0,025;0,025;0,025;0,975;0,618064;0,39682;;0,95;0,593064;0,37182
m774;m774;264;448;;0,025;0,025;0,025;0,975;0,975;0,500001;;0,95;0,95;0,475001
m773;m773;136;204;;0,025;0,025;0,025;0,833371;0,860534;0,975;;0,808371;0,835534;0,95
m772;m772;136;204;;0,025;0,025;0,025;0,833371;0,975;0,860534;;0,808371;0,95;0,835534
m771;m771;136;204;;0,025;0,025;0,025;0,833371;0,860534;0,975;;0,808371;0,835534;0,95
m770;m770;464;556;;0,025;0,025;0,025;0,738594;0,975;0,428927;;0,713594;0,95;0,403927
m769;m769;380;704;;0,025;0,025;0,025;0,688535;0,975;0,406247;;0,663535;0,95;0,381247
m768;m768;603;1158;;0,025;0,025;0,025;0,975;0,945769;0,420986;;0,95;0,920769;0,395986
m767;m767;2695;5188;;0,025;0,025;0,025;0,975;0,603727;0,472989;;0,95;0,578727;0,447989
m766;m766;472;1220;;0,025;0,025;0,025;0,975;0,574172;0,498422;;0,95;0,549172;0,473422
m765;m765;1005;1726;;0,025;0,025;0,025;0,975;0,570742;0,864273;;0,95;0,545742;0,839273
m764;m764;72;121;;0,025;0,025;0,025;0,710369;0,648973;0,975;;0,685369;0,623973;0,95
m763;m763;116;136;;0,025;0,025;0,025;0,975;0,95451;0,658334;;0,95;0,92951;0,633334
m761;m761;104;210;;0,025;0,025;0,025;0,567857;0,975;0,567857;;0,5428571;0,95;0,5428571
m760;m760;81;136;;0,025;0,025;0,025;0,806447;0,975;0,803412;;0,7814471;0,95;0,778412
m759;m759;118;232;;0,025;0,025;0,025;0,342942;0,975;0,363979;;0,317942;0,95;0,338979
m758;m758;104;400;;0,025;0,025;0,025;0,405423;0,975;0,425;;0,380423;0,95;0,4
m757;m757;149;256;;0,025;0,025;0,025;0,536199;0,975;0,562506;;0,511199;0,95;0,537506
m756;m756;300;600;;0,025;0,025;0,025;0,430442;0,975;0,304412;;0,405442;0,95;0,279412
m755;m755;196;400;;0,025;0,025;0,025;0,326168;0,975;0,341667;;0,301168;0,95;0,316667
m754;m754;538;1252;;0,025;0,025;0,025;0,355047;0,975;0,372032;;0,330047;0,95;0,347032
m753;m753;1068;2105;;0,025;0,025;0,025;0,374504;0,975;0,372891;;0,349504;0,95;0,347891
m752;m752;378;780;;0,025;0,025;0,025;0,339262;0,975;0,355435;;0,314262;0,95;0,330435
m751;m751;1442;2817;;0,025;0,025;0,025;0,309448;0,975;0,306191;;0,284448;0,95;0,281191
m750;m750;472;948;;0,025;0,025;0,025;0,319523;0,975;0,312879;;0,294523;0,95;0,287879
m749;m749;160;315;;0,025;0,025;0,025;0,906903;0,975;0,732753;;0,8819031;0,95;0,707753
m748;m748;1247;2490;;0,025;0,025;0,025;0,975;0,975;0,375898;;0,95;0,95;0,350898
m747;m747;128;252;;0,025;0,025;0,025;0,975;0,975;0,15292;;0,95;0,95;0,12792
m746;m746;80;128;;0,025;0,025;0,025;0,975;0,975;0,690144;;0,95;0,95;0,665144
m745;m745;830;1660;;0,025;0,025;0,025;0,973661;0,975;0,529196;;0,948661;0,95;0,504196
m744;m744;3721;7442;;0,025;0,025;0,025;0,974701;0,975;0,413226;;0,949701;0,95;0,388226
m743;m743;512;1020;;0,025;0,025;0,025;0,975;0,975;0,111379;;0,95;0,95;0,086379
m742;m742;256;508;;0,025;0,025;0,025;0,975;0,975;0,201045;;0,95;0,95;0,176045
m741;m741;722;1422;;0,025;0,025;0,025;0,975;0,911667;0,911667;;0,95;0,886667;0,886667
m740;m740;4352;7556;;0,025;0,025;0,025;0,975;0,975;0,477833;;0,95;0,95;0,452833
m739;m739;794;1624;;0,025;0,025;0,025;0,975;0,975;0,413635;;0,95;0,95;0,388635
m738;m738;413;700;;0,025;0,025;0,025;0,975;0,975;0,502082;;0,95;0,95;0,477082
m737;m737;3783;7110;;0,025;0,025;0,025;0,539529;0,975;0,974961;;0,514529;0,95;0,949961
m736;m736;504;972;;0,025;0,025;0,025;0,236112;0,975;0,975;;0,211112;0,95;0,95
m735;m735;720;1400;;0,025;0,025;0,025;0,975;0,975;0,113517;;0,95;0,95;0,088517
m734;m734;1396;1816;;0,025;0,025;0,025;0,203917;0,975;0,969794;;0,178917;0,95;0,944794
m733;m733;648;1296;;0,025;0,025;0,025;0,970948;0,975;0,438043;;0,945948;0,95;0,413043
m732;m732;1088;2152;;0,025;0,025;0,025;0,185928;0,125522;0,975;;0,160928;0,100522;0,95
m731;m731;782;1560;;0,025;0,025;0,025;0,52713;0,975;0,0580621;;0,50213;0,95;0,0330621
m730;m730;9089;18714;;0,025;0,025;0,025;0,0955961;0,975;0,417401;;0,0705961;0,95;0,392401
m729;m729;1780;3508;;0,025;0,025;0,025;0,0603418;0,975;0,320585;;0,0353418;0,95;0,295585
m728;m728;463;818;;0,025;0,025;0,025;0,125536;0,31855;0,975;;0,100536;0,29355;0,95
m727;m727;681;1346;;0,025;0,025;0,025;0,442857;0,975;0,0810714;;0,417857;0,95;0,0560714
m726;m726;417;817;;0,025;0,025;0,025;0,0653404;0,31723;0,975;;0,0403404;0,29223;0,95
m725;m725;262;516;;0,025;0,025;0,025;0,975;0,269783;0,0872343;;0,95;0,244783;0,0622343
m724;m724;262;516;;0,025;0,025;0,025;0,975;0,154306;0,106656;;0,95;0,129306;0,081656
m723;m723;5076;10136;;0,025;0,025;0,025;0,352382;0,0884382;0,975;;0,327382;0,0634382;0,95
m722;m722;812;1520;;0,025;0,025;0,025;0,0931506;0,174508;0,975;;0,0681506;0,149508;0,95
m721;m721;275;530;;0,025;0,025;0,025;0,181399;0,104182;0,975;;0,156399;0,079182;0,95
m720;m720;318;678;;0,025;0,025;0,025;0,15031;0,975;0,088609;;0,12531;0,95;0,063609
m719;m719;624;1228;;0,025;0,025;0,025;0,199046;0,189425;0,975;;0,174046;0,164425;0,95
m718;m718;361;738;;0,025;0,025;0,025;0,975;0,200968;0,0662742;;0,95;0,175968;0,0412742
m717;m717;18888;37283;;0,025;0,025;0,025;0,16253;0,0537022;0,975;;0,13753;0,0287022;0,95
m716;m716;4757;9573;;0,025;0,025;0,025;0,210778;0,0956977;0,975;;0,185778;0,0706977;0,95
m715;m715;5548;11655;;0,025;0,025;0,025;0,297264;0,139376;0,975;;0,272264;0,114376;0,95
m714;m714;526;1036;;0,025;0,025;0,025;0,203531;0,0650733;0,975;;0,178531;0,0400733;0,95
m713;m713;1023;2000;;0,025;0,025;0,025;0,104214;0,138303;0,975;;0,079214;0,113303;0,95
m712;m712;4890;9314;;0,025;0,025;0,025;0,975;0,0565;0,209008;;0,95;0,0315;0,184008
m711;m711;9457;17701;;0,025;0,025;0,025;0,22872;0,0556019;0,975;;0,20372;0,0306019;0,95
m710;m710;10936;21764;;0,025;0,025;0,025;0,221043;0,0788879;0,975;;0,196043;0,0538879;0,95
m709;m709;6598;13168;;0,025;0,025;0,025;0,229792;0,0764313;0,975;;0,204792;0,0514313;0,95
m436;m436;220;240;;0,025;0,025;0,025;0,975;0,351567;0,485656;;0,95;0,326567;0,460656
m435;m435;119;251;;0,025;0,025;0,025;0,975;0,345625;0,5;;0,95;0,320625;0,475
m434;m434;22;26;;0,025;0,025;0,025;0,658333;0,975;0,975;;0,633333;0,95;0,95
m433;m433;2380;4236;;0,025;0,025;0,025;0,975;0,224068;0,888636;;0,95;0,199068;0,863636
m432;m432;722;1207;;0,025;0,025;0,025;0,975;0,329799;0,956643;;0,95;0,304799;0,931643
m431;m431;966;1275;;0,025;0,025;0,025;0,975;0,165267;0,482454;;0,95;0,140267;0,457454
m430;m430;1686;2832;;0,025;0,025;0,025;0,975;0,452011;0,72239;;0,95;0,427011;0,69739
m429;m429;14312;27982;;0,025;0,025;0,025;0,975;0,563535;0,94639;;0,95;0,538535;0,92139
m428;m428;8632;14240;;0,025;0,025;0,025;0,975;0,411577;0,4872;;0,95;0,386577;0,4622
m427;m427;8469;16975;;0,025;0,025;0,025;0,975;0,950112;0,945193;;0,95;0,925112;0,920193
m426;m426;3995;7106;;0,025;0,025;0,025;0,896862;0,242551;0,975;;0,871862;0,217551;0,95
m425;m425;4742;5485;;0,025;0,025;0,025;0,741395;0,206004;0,975;;0,716395;0,181004;0,95
m424;m424;2093;3957;;0,025;0,025;0,025;0,975;0,245289;0,404323;;0,95;0,220289;0,379323
m423;m423;35;48;;0,025;0,025;0,025;0,975;0,309109;0,390835;;0,95;0,284109;0,365835
m422;m422;308;524;;0,025;0,025;0,025;0,975;0,37175;0,975;;0,95;0,34675;0,95
m421;m421;6853;11000;;0,025;0,025;0,025;0,587413;0,32854;0,975;;0,562413;0,30354;0,95
m420;m420;7226;12960;;0,025;0,025;0,025;0,66475;0,403287;0,975;;0,63975;0,378287;0,95
m419;m419;112;196;;0,025;0,025;0,025;0,975;0,53341;0,5416;;0,95;0,50841;0,5166
m418;m418;1576;2836;;0,025;0,025;0,025;0,713878;0,643535;0,975;;0,688878;0,618535;0,95
m417;m417;977;1818;;0,025;0,025;0,025;0,975;0,300662;0,697346;;0,95;0,275662;0,672346
m416;m416;7056;13542;;0,025;0,025;0,025;0,515574;0,412632;0,975;;0,490574;0,387632;0,95
m415;m415;508;966;;0,025;0,025;0,025;0,695588;0,460882;0,975;;0,670588;0,435882;0,95
m414;m414;1056;1944;;0,025;0,025;0,025;0,975;0,724105;0,975;;0,95;0,699105;0,95
m413;m413;3749;7282;;0,025;0,025;0,025;0,975;0,880604;0,882794;;0,95;0,8556041;0,857794
m412;m412;1990;2820;;0,025;0,025;0,025;0,975;0,12811;0,511585;;0,95;0,10311;0,486585
m411;m411;1952;3922;;0,025;0,025;0,025;0,975;0,703571;0,450489;;0,95;0,678571;0,425489
m410;m410;1217;2076;;0,025;0,025;0,025;0,975;0,441981;0,945721;;0,95;0,416981;0,920721
m409;m409;1509;2027;;0,025;0,025;0,025;0,975;0,221457;0,708173;;0,95;0,196457;0,683173
m408;m408;1252;2405;;0,025;0,025;0,025;0,644812;0,592935;0,975;;0,619812;0,567935;0,95
m407;m407;229;404;;0,025;0,025;0,025;0,799381;0,975;0,756027;;0,774381;0,95;0,731027
m406;m406;7328;13978;;0,025;0,025;0,025;0,703779;0,975;0,678502;;0,678779;0,95;0,653502
m405;m405;21009;41835;;0,025;0,025;0,025;0,975;0,869668;0,944047;;0,95;0,844668;0,919047
m404;m404;1054;2752;;0,025;0,025;0,025;0,975;0,427949;0,745506;;0,95;0,402949;0,720506
m403;m403;44023;89968;;0,025;0,025;0,025;0,975;0,54843;0,975;;0,95;0,52343;0,95
m402;m402;21288;41681;;0,025;0,025;0,025;0,65003;0,975;0,665527;;0,62503;0,95;0,640527
m401;m401;6936;13373;;0,025;0,025;0,025;0,975;0,20617;0,975;;0,95;0,18117;0,95
m400;m400;488;840;;0,025;0,025;0,025;0,778448;0,788603;0,975;;0,753448;0,763603;0,95
m399;m399;7530;13542;;0,025;0,025;0,025;0,975;0,607391;0,971631;;0,95;0,582391;0,946631
m398;m398;498;946;;0,025;0,025;0,025;0,870248;0,642704;0,975;;0,845248;0,617704;0,95
m397;m397;1362;2680;;0,025;0,025;0,025;0,975;0,927504;0,974999;;0,95;0,902504;0,949999
m396;m396;445;470;;0,025;0,025;0,025;0,949627;0,975;0,825751;;0,924627;0,95;0,800751
m395;m395;630;696;;0,025;0,025;0,025;0,928504;0,973995;0,975;;0,903504;0,948995;0,95
m394;m394;750;1246;;0,025;0,025;0,025;0,898423;0,975;0,898642;;0,873423;0,95;0,873642
m393;m393;241;326;;0,025;0,025;0,025;0,975;0,635937;0,847742;;0,95;0,610937;0,822742
m392;m392;33;80;;0,025;0,025;0,025;0,816667;0,975;0,341667;;0,791667;0,95;0,316667
m391;m391;246;274;;0,025;0,025;0,025;0,608136;0,804944;0,975;;0,583136;0,779944;0,95
m390;m390;40;45;;0,025;0,0322348;0,025;0,846817;0,752337;0,952219;;0,821817;0,7201022;0,927219
m389;m389;2509;5170;;0,025;0,025;0,025;0,74158;0,975;0,650205;;0,71658;0,95;0,625205
m388;m388;232;452;;0,025;0,025;0,025;0,975;0,568536;0,975;;0,95;0,543536;0,95
m387;m387;844;1668;;0,025;0,025;0,025;0,975;0,422906;0,920334;;0,95;0,397906;0,895334
m386;m386;532;1008;;0,025;0,025;0,025;0,950794;0,975;0,940744;;0,925794;0,95;0,915744
m385;m385;674;918;;0,025;0,025;0,025;0,899;0,975;0,626562;;0,874;0,95;0,601562
m384;m384;2984;4686;;0,025;0,025;0,025;0,975;0,289902;0,871086;;0,95;0,264902;0,846086
m383;m383;2328;4460;;0,025;0,025;0,025;0,63328;0,975;0,588135;;0,60828;0,95;0,563135
m382;m382;252;400;;0,025;0,025;0,025;0,944817;0,670641;0,975;;0,919817;0,645641;0,95
m381;m381;10952;22104;;0,025;0,025;0,025;0,840512;0,965945;0,975;;0,815512;0,940945;0,95
m380;m380;702;1243;;0,025;0,025;0,025;0,975;0,924042;0,938602;;0,95;0,899042;0,913602
m379;m379;621;1246;;0,025;0,025;0,025;0,680752;0,975;0,83208;;0,655752;0,95;0,80708
m378;m378;7172;14208;;0,025;0,025;0,025;0,596575;0,809014;0,975;;0,571575;0,784014;0,95
m377;m377;1306;2294;;0,025;0,025;0,025;0,731222;0,975;0,899358;;0,706222;0,95;0,874358
m376;m376;698;1243;;0,025;0,025;0,025;0,951829;0,975;0,963414;;0,926829;0,95;0,938414
m375;m375;711;1417;;0,025;0,025;0,025;0,490952;0,975;0,363381;;0,465952;0,95;0,338381
m374;m374;886;1770;;0,025;0,025;0,025;0,551195;0,975;0,307288;;0,526195;0,95;0,282288
m373;m373;1594;3166;;0,025;0,025;0,025;0,511348;0,975;0,381509;;0,486348;0,95;0,356509
m372;m372;711;1419;;0,025;0,025;0,025;0,490952;0,975;0,363395;;0,465952;0,95;0,338395
m371;m371;30743;61334;;0,025;0,025;0,025;0,857362;0,975;0,956683;;0,832362;0,95;0,931683
m370;m370;5641;10543;;0,025;0,025;0,025;0,517741;0,975;0,646433;;0,492741;0,95;0,621433
m369;m369;9843;19492;;0,025;0,025;0,025;0,975;0,881148;0,714919;;0,95;0,856148;0,689919
m14;m14;891;1681;;0,025;0,025;0,025;0,975;0,715939;0,773575;;0,95;0,690939;0,748575
m13;m13;491;1125;;0,025;0,025;0,025;0,553288;0,177515;0,975;;0,528288;0,152515;0,95
m12;m12;278;500;;0,025;0,025;0,025;0,975;0,377544;0,563472;;0,95;0,352544;0,538472
m11;m11;368;724;;0,025;0,025;0,025;0,975;0,50912;0,100962;;0,95;0,48412;0,075962
m10;m10;1362;2628;;0,025;0,025;0,025;0,894109;0,975;0,222438;;0,869109;0,95;0,197438
m1;m1;255;410;;0,025;0,025;0,025;0,424855;0,384845;0,975;;0,399855;0,359845;0,95
m0;m0;298;492;;0,025;0,025;0,025;0,642549;0,547541;0,975;;0,617549;0,522541;0,95
380;Vase;9356;18708;;-0,568432;-0,999948;-0,430499;0,565093;0,597105;0,432816;;1,133525;1,597053;0,863315
379;Vase;6923;13842;;-0,888659;-0,588771;-0,389807;0,950082;0,589652;0,540806;;1,838741;1,178423;0,930613
378;Vase;6684;13368;;-0,781131;-0,470158;-0,379556;0,703088;0,690091;0,374894;;1,484219;1,160249;0,75445
