MeshName,Name,Class,Vertices,Faces,,Min X,Min Y,Min Z,Max X,Max Y,Max Z," ",Range X,Range Y,Range Z,Volume
PSB_482,PSB_482,liquid container,5250,9753,,-1,-0.7189532,-0.704091,1,-0.1089963,-0.1085766,,2,0.6099569,0.5955144,0.7264762
PSB_682,PSB_682,gun,5250,10121,,-1,-0.276066,-0.10931,0.9999999,0.2699084,0.01924777,,2,0.5459744,0.1285578,0.1403785
PSB_182,PSB_182,human,5250,10024,,-1,-0.6163993,-0.3710897,1,0.156317,-0.07887155,,2,0.7727163,0.2922181,0.4516034
PSB_382,PSB_382,building,5250,10180,,-0.9581352,-1,-0.4860461,0.9035232,0.9999999,0.936746,,1.861658,2,1.422792,5.297505
PSB_282,PSB_282,underwater creature animal,5250,10237,,-0.8216531,-1,-0.389151,1,0.9039332,0.4510822,,1.821653,1.903933,0.8402332,2.914186
PSB_1415,PSB_1415,car vehicle,5250,9985,,-1,-0.5487176,-0.4489506,1,0.1803108,0.1499554,,2,0.7290284,0.598906,0.8732389
PSB_995,PSB_995,plant,5250,1927,,-1,-0.988087,-0.648376,0.9450076,1,0.8149712,,1.945008,1.988087,1.463347,5.658535
PSB_895,PSB_895,table furniture,5250,9904,,-1,-0.6202495,-0.1903521,1,0.6350621,0.4453317,,2,1.255312,0.6356838,1.595962
PSB_1036,PSB_1036,plant,5250,10365,,-1,-0.5068694,-0.4494826,0.9999999,0.6943303,0.2828516,,2,1.2012,0.7323342,1.759359
PSB_495,PSB_495,liquid container,5250,10489,,-1,-0.7292268,-0.7282783,0.9999999,0.7707742,0.7762257,,2,1.500001,1.504504,4.513515
PSB_695,PSB_695,blade,5250,10452,,-1,-0.9637911,-0.783374,0.9999999,-0.4528978,-0.6332337,,2,0.5108933,0.1501403,0.1534113
PSB_195,PSB_195,human,5250,10222,,-1,-0.6106771,-0.3259574,1,0.3738469,0.1100134,,2,0.984524,0.4359708,0.8584474
PSB_1450,PSB_1450,sea vessel,5250,10024,,-1,-0.3634947,-0.3260632,0.6176815,1,0.04242516,,1.617682,1.363495,0.3684883,0.8127748
PSB_395,PSB_395,building,5250,8320,,-1,-0.9751381,-0.7218139,0.6294639,0.6048502,1,,1.629464,1.579988,1.721814,4.432868
PSB_295,PSB_295,head body part,5250,10307,,-1,-0.6653597,-0.3214638,0.9999999,0.6997283,0.491868,,2,1.365088,0.8133318,2.220539
PSB_1493,PSB_1493,car vehicle,5250,9006,,-1,-0.6405677,-0.4574824,1,0.4694991,0.5887574,,2,1.110067,1.04624,2.322793
PSB_1166,PSB_1166,winged vehicle aircraft,5250,9920,,-1,-0.8714544,-0.123892,1,0.8959976,0.2593257,,2,1.767452,0.3832177,1.354638
PSB_1240,PSB_1240,winged vehicle aircraft,5250,10268,,-1,-0.9107996,-0.3166749,0.9999999,0.875257,0.2161918,,2,1.786057,0.5328667,1.90346
PSB_1283,PSB_1283,winged vehicle aircraft,5250,9756,,-1,-0.507714,-0.1203671,1,0.6090974,0.1217675,,2,1.116811,0.2421346,0.5408373
PSB_1424,PSB_1424,car vehicle,5250,10210,,-1,-0.801003,-0.3864377,0.9999999,0.4258898,0.2274835,,2,1.226893,0.6139212,1.506431
PSB_1554,PSB_1554,car vehicle,5250,7932,,-1,-0.4070087,-0.304686,1,0.3572326,0.2695633,,2,0.7642413,0.5742493,0.8777301
PSB_1214,PSB_1214,winged vehicle aircraft,5250,10415,,-1,-0.4737742,0.06641459,1,0.7606007,0.4455439,,2,1.234375,0.3791293,0.9359754
PSB_94,PSB_94,quadruped animal,5250,10086,,-1,-0.7920949,-0.368763,0.9999999,0.3843158,0.06001961,,2,1.176411,0.4287826,1.008849
PSB_84,PSB_84,snake animal,5250,10126,,-1,-0.2935041,-0.2777357,0.9999999,-0.1829926,-0.1865522,,2,0.1105115,0.09118351,0.02015365
PSB_54,PSB_54,underwater creature animal,5250,9474,,-1,-0.6543789,-0.4587138,1,0.07035899,-0.081613,,2,0.7247379,0.3771008,0.5465984
PSB_44,PSB_44,flying creature animal,5250,10496,,-1,-0.4724045,-0.2300417,1,0.492179,0.214278,,2,0.9645835,0.4443197,0.8571669
PSB_74,PSB_74,underwater creature animal,5250,10127,,-1,-0.7456968,-0.6507807,1,-0.03490901,-0.01362228,,2,0.7107878,0.6371584,0.9057688
PSB_64,PSB_64,underwater creature animal,5250,10351,,-1,-0.427691,-0.1005553,0.9999999,0.6380017,0.2193365,,2,1.065693,0.3198918,0.6818126
PSB_14,PSB_14,arthropod animal,5250,10443,,-1,-0.303581,-0.8126607,0.7017281,0.3800768,1,,1.701728,0.6836578,1.812661,2.108849
PSB_34,PSB_34,flying creature animal,5250,10496,,-1,-0.5607085,-0.2383239,0.9999999,0.528497,0.2340029,,2,1.089206,0.4723268,1.028922
PSB_24,PSB_24,arthropod animal,5250,10458,,-1,-0.8978214,-0.3067774,1,0.9967374,0.4996235,,2,1.894559,0.8064009,3.055548
PSB_1175,PSB_1175,winged vehicle aircraft,5250,10404,,-1,-0.8264757,-0.6436125,1,0.5209066,-0.01646739,,2,1.347382,0.6271451,1.690008
PSB_1292,PSB_1292,winged vehicle aircraft,5250,9594,,-0.7096952,-1,-0.1613677,0.6538107,1,0.1800792,,1.363506,2,0.3414469,0.9311297
PSB_1433,PSB_1433,sea vessel,5250,9000,,-1,-0.1892598,-0.1892304,0.9999999,0.4529866,0.1581606,,2,0.6422464,0.347391,0.4462212
PSB_1804,PSB_1804,slot machine,5250,10422,,-1,-0.7858479,-0.731273,1,0.6108462,0.4292861,,2,1.396694,1.160559,3.241892
PSB_1528,PSB_1528,car vehicle,5250,7669,,-1,-0.3823535,-0.2199965,1,0.3544925,0.3244084,,2,0.736846,0.5444049,0.8022851
PSB_1602,PSB_1602,chess piece,5250,10496,,-1,-0.3902476,-0.3947065,1,0.4011327,0.3956658,,2,0.7913803,0.7903723,1.25097
PSB_1409,PSB_1409,winged vehicle aircraft,5250,8764,,-1,-0.7093848,-0.4549343,0.4552437,1,-0.08686161,,1.455244,1.709385,0.3680727,0.9156071
PSB_944,PSB_944,bed furniture,5250,9861,,-1,-0.4987057,-0.5072934,0.9999999,0.4739411,0.3949629,,2,0.9726468,0.9022563,1.755153
PSB_844,PSB_844,shelves furniture,5250,10237,,-1,-0.8704157,-0.1881948,1,0.8599232,0.2000415,,2,1.730339,0.3882363,1.343561
PSB_544,PSB_544,liquid container,5250,10496,,-1,-0.8063904,-0.8080984,1,0.5391099,0.5370411,,2,1.3455,1.34514,3.619771
PSB_444,PSB_444,building,5250,5706,,-1,-0.6544818,-0.3796303,1,0.6008098,0.2381548,,2,1.255292,0.6177851,1.551001
PSB_744,PSB_744,wheel,5250,10500,,-0.9962496,-1,-0.4199432,0.9946297,0.9999999,0.4154963,,1.990879,2,0.8354395,3.326518
PSB_644,PSB_644,musical instrument,5250,9785,,-0.8223743,-0.6610383,-1,0.9999999,0.5558619,0.4780004,,1.822374,1.2169,1.478,3.277683
PSB_910,PSB_910,table furniture,5250,6137,,-0.9297663,-1,-0.05082917,1,0.8748207,0.8393415,,1.929766,1.874821,0.8901707,3.220607
PSB_144,PSB_144,human,5250,10450,,-1,-0.380006,-0.2326488,1,0.2608184,0.14687,,2,0.6408244,0.3795188,0.4864098
PSB_1563,PSB_1563,car vehicle,5250,10262,,-1,-0.6493795,-0.3269814,1,0.7714806,0.6929049,,2,1.42086,1.019886,2.898231
PSB_344,PSB_344,head body part,5250,9550,,-0.9530853,-0.7140049,-1,1,0.4067253,0.5089025,,1.953085,1.12073,1.508903,3.302809
PSB_510,PSB_510,liquid container,5250,10337,,-1,-0.4799845,-0.3891339,0.9999999,0.750954,0.6532679,,2,1.230938,1.042402,2.566265
PSB_244,PSB_244,human,5250,9657,,-0.8816327,-1,-0.325061,1,0.674497,0.01480365,,1.881633,1.674497,0.3398646,1.070842
PSB_410,PSB_410,building,5250,10105,,-1,-0.977878,-0.2930383,0.9422354,1,0.4900571,,1.942235,1.977878,0.7830954,3.008265
PSB_710,PSB_710,blade,5250,10392,,-1,-0.910736,-0.758854,0.9999999,-0.4978718,-0.6458932,,2,0.4128642,0.1129608,0.09327491
PSB_610,PSB_610,lamp,5250,10433,,-1,-0.6962298,-0.4997413,1,0.9450048,0.6015261,,2,1.641235,1.101267,3.614876
PSB_110,PSB_110,quadruped animal,5250,10496,,-1,-0.7365376,-0.4871156,1,0.7489877,0.4712257,,2,1.485525,0.9583413,2.847281
PSB_1223,PSB_1223,winged vehicle aircraft,5250,10496,,-1,-0.8669642,-0.2596825,1,0.5243896,0.1316574,,2,1.391354,0.3913399,1.088984
PSB_310,PSB_310,head body part,5250,10281,,-1,-0.6518937,-0.32125,1,0.6375517,0.6156029,,2,1.289445,0.9368529,2.416041
PSB_210,PSB_210,human,5250,10484,,-1,-0.6741879,-0.4598626,1,0.775946,0.4295135,,2,1.450134,0.8893761,2.579429
PSB_1444,PSB_1444,sea vessel,5250,9975,,-1,-0.8889831,-0.47504,1,0.04075885,-0.03882331,,2,0.9297419,0.4362167,0.8111379
PSB_1680,PSB_1680,sign,5250,10488,,-1,-0.6484885,-0.2761306,1,0.119374,-0.2214433,,2,0.7678625,0.05468729,0.08398464
PSB_1487,PSB_1487,car vehicle,5250,8616,,-1,-0.4034775,-0.1886004,0.9999999,0.5525738,0.6016682,,2,0.9560513,0.7902686,1.511075
PSB_1279,PSB_1279,winged vehicle aircraft,5250,9961,,-1,-0.2918598,-0.09194428,1,0.6073143,0.1921343,,2,0.8991741,0.2840786,0.5108722
PSB_1353,PSB_1353,winged vehicle aircraft,5250,9905,,-1,-0.4452969,-0.2132664,0.9999999,0.5016811,0.3006492,,2,0.946978,0.5139156,0.9733334
PSB_1813,PSB_1813,satellite dish,5250,10347,,-1,-0.6627772,-0.7234218,1,0.5548602,0.474399,,2,1.217637,1.197821,2.917022
PSB_1396,PSB_1396,winged vehicle aircraft,5250,9424,,-1,-0.9229724,-0.4931471,0.9999999,0.3328137,0.2426472,,2,1.255786,0.7357943,1.848
PSB_1730,PSB_1730,door,5250,10392,,-1,-0.6931651,-0.1293433,1,0.7122366,0.2580065,,2,1.405402,0.3873498,1.088764
PSB_1537,PSB_1537,car vehicle,5250,6516,,-1,-0.4561315,-0.3147786,1,0.2378211,0.05414772,,2,0.6939526,0.3689263,0.5120347
PSB_1611,PSB_1611,chess piece,5250,10496,,-1,-0.4930475,-0.4881144,1,0.5330555,0.5390898,,2,1.026103,1.027204,2.108035
PSB_1418,PSB_1418,car vehicle,5250,9382,,-1,-0.6378611,-0.6376753,1,0.4540823,0.1710752,,2,1.091943,0.8087505,1.766219
PSB_1572,PSB_1572,car vehicle,5250,10025,,-1,-0.1792459,-0.1270967,1,0.1782812,0.4562707,,2,0.3575271,0.5833674,0.4171393
PSB_907,PSB_907,table furniture,5250,9928,,-1,-0.6930166,-0.784983,1,0.593554,0.429274,,2,1.286571,1.214257,3.124454
PSB_507,PSB_507,liquid container,5250,10463,,-1,-0.7440268,-0.5584834,1,0.8065778,0.6965184,,2,1.550605,1.255002,3.892023
PSB_407,PSB_407,building,5250,10082,,-1,-0.8081826,-0.8348535,1,0.7346543,0.7622471,,2,1.542837,1.5971,4.928131
PSB_707,PSB_707,blade,5250,10308,,-1,0.3096254,0.5241222,0.9999999,0.8250318,0.6082186,,2,0.5154064,0.08409643,0.08668768
PSB_607,PSB_607,lamp,5250,9730,,-1,-0.4288772,-0.2154153,1,0.7663953,0.3507493,,2,1.195272,0.5661646,1.353442
PSB_107,PSB_107,quadruped animal,5250,10457,,-1,-0.6812478,-0.2315677,1,0.8415825,0.2053821,,2,1.52283,0.4369498,1.330801
PSB_307,PSB_307,head body part,5250,10152,,-1,-0.7238621,-0.5531244,0.9999999,0.5714515,0.5166808,,2,1.295314,1.069805,2.771466
PSB_207,PSB_207,human,5250,9868,,-1,-0.5143078,-0.4923706,1,0.1627625,0.1767632,,2,0.6770703,0.6691338,0.9061012
PSB_1327,PSB_1327,helicopter aircraft,5250,9408,,-0.9071066,-0.5454265,-1,1,0.03907228,0.4640551,,1.907107,0.5844988,1.464055,1.631984
PSB_1741,PSB_1741,shoe,5250,10438,,-1,-0.5221157,-0.3343799,1,0.5078042,0.4293362,,2,1.02992,0.7637161,1.573133
PSB_1548,PSB_1548,car vehicle,5250,8195,,-1,-0.5095425,-0.2899635,1,0.385173,0.2416679,,2,0.8947155,0.5316314,0.9513178
PSB_1784,PSB_1784,bridge,5250,6257,,-1,-0.9929036,-0.9906672,1,-0.9815107,-0.9877581,,2,0.01139289,0.002909124,6.628667E-05
PSB_1208,PSB_1208,winged vehicle aircraft,5250,9812,,-0.8621153,-1,-0.273666,0.7427375,0.9999999,0.1234791,,1.604853,2,0.3971451,1.274719
PSB_1362,PSB_1362,winged vehicle aircraft,5250,8366,,-1,-0.7816248,-0.1893849,1,0.6797307,0.1561493,,2,1.461355,0.3455342,1.009897
PSB_1620,PSB_1620,dragon fantasy animal,5250,6924,,-1,-0.6254672,-0.5093527,1,0.7600762,0.7791502,,2,1.385543,1.288503,3.570553
PSB_1715,PSB_1715,door,5250,10424,,-1,-0.3041316,-0.1578693,0.9999999,0.9508538,0.2946939,,2,1.254985,0.4525632,1.13592
PSB_1676,PSB_1676,sign,5250,10472,,-1,-0.9551356,-0.780141,1,-0.5192903,-0.7020973,,2,0.4358453,0.0780437,0.06802996
PSB_1336,PSB_1336,helicopter aircraft,5250,10388,,-1,-0.8176497,-0.3200913,1,0.6901627,0.2476333,,2,1.507813,0.5677246,1.712044
PSB_1557,PSB_1557,car vehicle,5250,10178,,-1,-0.4924775,-0.3862369,1,0.3243999,0.381146,,2,0.8168774,0.7673829,1.253716
PSB_1793,PSB_1793,swingset,5250,10460,,-1,-0.63677,-0.6426443,0.9186786,0.9999999,0.5435004,,1.918679,1.63677,1.186145,3.725011
PSB_1347,PSB_1347,balloon vehicle aircraft,5250,9179,,-1,-0.3952971,-0.3933346,0.9999999,0.4357891,0.2079966,,2,0.8310862,0.6013312,0.9995161
PSB_1807,PSB_1807,sink,5250,10472,,-1,-0.8745451,-0.6411385,0.9999999,0.6052972,-0.04364806,,2,1.479842,0.5974904,1.768383
PSB_1724,PSB_1724,door,5250,9077,,-1,-0.5638304,0.0701822,1,0.7229276,0.182815,,2,1.286758,0.1126328,0.2898623
PSB_1605,PSB_1605,chess piece,5250,10415,,-1,-0.6543111,-0.6461386,0.9999999,0.6305076,0.6134883,,2,1.284819,1.259627,3.236784
PSB_97,PSB_97,quadruped animal,5250,10292,,-1,-0.7076924,-0.3967816,0.9999999,0.4806426,0.1115563,,2,1.188335,0.5083379,1.208151
PSB_1097,PSB_1097,plant,5250,9617,,-1,-0.8612676,-0.4719677,0.9999999,0.2094555,-0.463153,,2,1.070723,0.008814692,0.01887619
PSB_87,PSB_87,quadruped animal,5250,10343,,-0.9604174,-1,-0.4147654,1,0.841911,0.1026341,,1.960417,1.841911,0.5173995,1.868285
PSB_57,PSB_57,underwater creature animal,5250,9810,,-1,-0.6840032,-0.4234525,1,0.07669687,-0.1765237,,2,0.7607,0.2469288,0.3756775
PSB_1431,PSB_1431,sea vessel,5250,9118,,-1,-0.1920326,-0.2055408,1,0.4778342,0.1129136,,2,0.6698668,0.3184544,0.4266441
PSB_47,PSB_47,flying creature animal,5250,10233,,-1,-0.5281218,-0.08890277,1,0.890579,0.1669282,,2,1.418701,0.255831,0.7258952
PSB_77,PSB_77,underwater creature animal,5250,10364,,-1,-0.383089,-0.2916116,1,0.558112,0.5407305,,2,0.941201,0.8323421,1.566803
PSB_67,PSB_67,underwater creature animal,5250,10496,,-1,-0.4894509,-0.3730355,0.9999999,0.2773435,0.1003866,,2,0.7667944,0.4734221,0.7260348
PSB_17,PSB_17,arthropod animal,5250,10384,,-1,-0.6484846,-0.2559521,1,0.6753393,0.3683294,,2,1.323824,0.6242815,1.652878
PSB_37,PSB_37,flying creature animal,5250,10496,,-1,-0.6042825,-0.3772821,0.9999999,0.9390527,0.4573479,,2,1.543335,0.83463,2.576228
PSB_27,PSB_27,flying creature animal,5250,7045,,-0.4906707,-0.678287,-1,1,0.9103167,0.9499499,,1.490671,1.588604,1.94995,4.617647
PSB_961,PSB_961,plant,5250,7421,,-1,-0.7872337,-0.5806267,0.9999999,0.9220194,0.5064225,,2,1.709253,1.087049,3.716084
PSB_861,PSB_861,shelves furniture,5250,10398,,-0.9725642,-1,-0.181858,0.9999999,0.8602022,0.1097862,,1.972564,1.860202,0.2916442,1.07015
PSB_561,PSB_561,display device,5250,10456,,-1,-0.8739797,-0.6544322,0.5271021,1,0.2813081,,1.527102,1.87398,0.9357403,2.677863
PSB_461,PSB_461,building,5250,10444,,-1,-0.723289,-0.8300595,0.8871132,1,0.6205896,,1.887113,1.723289,1.450649,4.717571
PSB_661,PSB_661,gun,5250,10324,,-1,-0.6810975,-0.3772646,0.9999999,0.3037207,-0.1541273,,2,0.9848182,0.2231373,0.4394993
PSB_161,PSB_161,human,5250,10167,,-1,-0.3114172,-0.1369461,1,0.3707187,0.2122502,,2,0.6821359,0.3491963,0.4763987
PSB_1733,PSB_1733,staircase,5250,10488,,-1,-0.6511575,-0.4705577,1,0.5746319,0.5644051,,2,1.225789,1.034963,2.537293
PSB_361,PSB_361,head body part,5250,10191,,-1,-0.8853883,-0.7328131,1,0.4589523,0.8836485,,2,1.344341,1.616462,4.34615
PSB_261,PSB_261,human,5250,10079,,-1,-0.3748832,-0.4336459,1,0.141198,0.2074189,,2,0.5160812,0.6410648,0.661683
PSB_989,PSB_989,plant,5250,8003,,-1,-0.6658744,-0.6431168,1,0.7243429,0.6114448,,2,1.390217,1.254562,3.488226
PSB_889,PSB_889,table furniture,5250,10496,,-1,-0.6408486,-0.2715569,1,0.6312622,0.8578178,,2,1.272111,1.129375,2.873379
PSB_489,PSB_489,liquid container,5250,10267,,-1,-0.3150021,-0.321933,1,0.3368754,0.3374131,,2,0.6518775,0.6593461,0.8596258
PSB_689,PSB_689,blade,5250,10428,,-1,0.4685296,0.4795023,0.9999999,0.7670298,0.7723832,,2,0.2985002,0.2928809,0.17485
PSB_189,PSB_189,human,5250,10279,,-1,-0.3938956,-0.238654,1,0.1541047,0.03710127,,2,0.5480003,0.2757553,0.3022279
PSB_289,PSB_289,head body part,5250,10013,,-1,-0.6919786,-0.6503955,0.774578,0.9999999,0.5199513,,1.774578,1.691978,1.170347,3.514022
PSB_1442,PSB_1442,sea vessel,5250,9882,,-1,-0.8215933,-0.6075709,1,-0.2233267,-0.3077688,,2,0.5982666,0.2998021,0.3587232
PSB_1485,PSB_1485,car vehicle,5250,10492,,-1,-0.477955,-0.4315549,1,0.4150983,0.5003165,,2,0.8930533,0.9318714,1.664422
PSB_1709,PSB_1709,door,5250,10315,,-0.9022211,-1,-0.4694492,1,0.1652733,-0.4523068,,1.902221,1.165273,0.01714239,0.03799794
PSB_974,PSB_974,plant,5250,9770,,-1,-0.5519099,-0.4770526,0.9999999,0.09702837,-0.0998112,,2,0.6489383,0.3772414,0.4896128
PSB_874,PSB_874,table furniture,5250,9847,,-1,-0.452552,-0.2817729,0.9999999,0.4107617,0.4113797,,2,0.8633137,0.6931526,1.196816
PSB_574,PSB_574,microchip,5250,9178,,-1,-0.8038236,-0.4419323,0.9907957,1,0.4781193,,1.990796,1.803824,0.9200516,3.303946
PSB_474,PSB_474,building,5250,10448,,-1,-0.9942153,-0.3287268,1,0.9999576,0.9681294,,2,1.994173,1.296856,5.172311
PSB_674,PSB_674,gun,5250,10335,,-1,-0.5294478,-0.2928396,1,0.02549493,-0.1926706,,2,0.5549427,0.100169,0.1111761
PSB_174,PSB_174,human,5250,10416,,-1,-0.5959297,-0.3640274,1,0.1948738,0.05014956,,2,0.7908035,0.414177,0.6550652
PSB_1063,PSB_1063,plant,5250,9044,,-1,-0.6192291,-0.5856712,0.6617417,0.4813859,0.9999999,,1.661742,1.100615,1.585671,2.900094
PSB_374,PSB_374,torso body part,5250,10496,,-1,-0.593231,-0.3191976,1,0.5088724,0.2566751,,2,1.102103,0.5758727,1.269343
PSB_274,PSB_274,quadruped animal,5250,10468,,-1,-0.604262,-0.3787578,1,0.4957529,0.1016157,,2,1.100015,0.4803735,1.056836
PSB_1744,PSB_1744,shoe,5250,10496,,-1,-0.5735809,-0.5765095,1,0.340618,0.3030988,,2,0.9141989,0.8796083,1.608274
PSB_1180,PSB_1180,winged vehicle aircraft,5250,10471,,-1,-0.4230585,0.1204119,0.9999999,0.9184051,0.5659549,,2,1.341464,0.445543,1.195359
PSB_1416,PSB_1416,car vehicle,5250,9300,,-1,-0.480999,-0.2326337,1,0.5938535,0.3686633,,2,1.074852,0.601297,1.292611
PSB_1570,PSB_1570,car vehicle,5250,9188,,-1,-0.622239,-0.6570795,0.9999999,0.1249958,-0.1444282,,2,0.7472348,0.5126513,0.7661418
PSB_1230,PSB_1230,winged vehicle aircraft,5250,9428,,-1,-0.7881283,-0.3316774,1,0.4552796,0.2697326,,2,1.243408,0.60141,1.495596
PSB_1037,PSB_1037,plant,5250,8831,,-0.8784006,-1,-0.8835335,0.8223802,0.9331661,1,,1.700781,1.933166,1.883533,6.192854
PSB_1451,PSB_1451,sea vessel,5250,10366,,-1,-0.5895342,-0.1400534,1,0.7915336,0.1836506,,2,1.381068,0.323704,0.8941143
PSB_1494,PSB_1494,car vehicle,5250,9104,,-1,-0.5358496,-0.4872441,1,0.4915037,0.2962108,,2,1.027353,0.7834549,1.60977
PSB_1718,PSB_1718,door,5250,8942,,-1,-0.4530391,-0.0836935,1,0.5608368,0.1139232,,2,1.013876,0.1976167,0.4007176
PSB_1072,PSB_1072,plant,5250,7852,,-1,-0.941593,-0.8511078,1,0.1464568,0.1469715,,2,1.08805,0.9980793,2.17192
PSB_937,PSB_937,table furniture,5250,10496,,-0.6545538,-0.915334,-1,0.8864386,1,0.9385227,,1.540992,1.915334,1.938523,5.721579
PSB_537,PSB_537,liquid container,5250,10500,,-1,-0.5663995,-0.5417273,1,0.5562485,0.5801729,,2,1.122648,1.1219,2.518998
PSB_737,PSB_737,wheel,5250,9820,,-0.9966015,-1,-0.5557356,1,0.9945756,0.5269848,,1.996602,1.994576,1.08272,4.311796
PSB_637,PSB_637,musical instrument,5250,10141,,-1,-0.4352175,-0.1610382,1,0.1735681,-0.03097814,,2,0.6087856,0.1300601,0.1583574
PSB_983,PSB_983,plant,5250,9745,,-0.6094224,-0.898517,-1,0.9999999,0.9640845,0.9586216,,1.609422,1.862602,1.958622,5.871384
PSB_883,PSB_883,table furniture,5250,10480,,-1,-0.9722021,-0.8483174,0.9931216,1,0.7524419,,1.993122,1.972202,1.600759,6.292326
PSB_1167,PSB_1167,winged vehicle aircraft,5250,7670,,-1,-0.7314481,-0.388926,0.9999999,0.6792165,0.1926523,,2,1.410665,0.5815783,1.640824
PSB_137,PSB_137,human,5250,10478,,-1,-0.5078176,-0.2664255,1,0.3029153,0.1626515,,2,0.810733,0.429077,0.6957337
PSB_337,PSB_337,hand body part,5250,10496,,-1,-0.5750121,-0.5312569,1,-0.09758294,-0.2190582,,2,0.4774292,0.3121987,0.2981055
PSB_237,PSB_237,human,5250,10496,,-0.8843635,-1,-0.2261415,1,0.7818315,0.02636373,,1.884363,1.781832,0.2525052,0.8478162
PSB_483,PSB_483,liquid container,5250,9950,,-1,-0.4253731,-0.4273303,1,0.06526828,0.06517649,,2,0.4906414,0.4925068,0.4832884
PSB_683,PSB_683,gun,5250,10335,,-1,-0.3941954,-0.2986907,1,-0.06279558,-0.1559213,,2,0.3313998,0.1427694,0.09462751
PSB_183,PSB_183,human,5250,10356,,-1,-0.8646625,-0.2695262,0.9999999,0.9575019,0.440686,,2,1.822164,0.7102122,2.588247
PSB_383,PSB_383,building,5250,10300,,-1,-0.653339,-0.648433,1,0.714733,0.7166938,,2,1.368072,1.365127,3.735184
PSB_283,PSB_283,head body part,5250,10189,,-1,-0.8604528,-0.8381745,1,0.8800011,0.9145504,,2,1.740454,1.752725,6.101074
PSB_1241,PSB_1241,winged vehicle aircraft,5250,10047,,-1,-0.8685127,-0.2547493,1,0.5634755,0.2205105,,2,1.431988,0.4752598,1.361133
PSB_1284,PSB_1284,winged vehicle aircraft,5250,9879,,-0.2983411,-1,-0.1079748,0.5976472,1,0.1234229,,0.8959883,2,0.2313977,0.4146592
PSB_1425,PSB_1425,car vehicle,5250,10347,,-1,-0.6352533,-0.4544553,1,0.04058075,0.03253186,,2,0.6758341,0.4869871,0.658245
PSB_996,PSB_996,plant,5250,8932,,-0.9112817,-1,-0.7752801,1,0.377215,0.3641493,,1.911282,1.377215,1.139429,2.999259
PSB_896,PSB_896,table furniture,5250,9845,,-0.952418,-0.8601303,-1,0.616913,1,0.6754053,,1.569331,1.86013,1.675405,4.890777
PSB_496,PSB_496,liquid container,5250,10496,,-1,-0.7812751,-0.8029623,1,0.459424,0.4586673,,2,1.240699,1.26163,3.130605
PSB_696,PSB_696,blade,5250,7970,,-0.8992731,-1,-0.8419058,0.9999999,-0.460508,-0.6156083,,1.899273,0.539492,0.2262975,0.231874
PSB_196,PSB_196,human,5250,9419,,-1,-0.5442686,-0.2718922,1,0.3301175,0.05065882,,2,0.8743861,0.322551,0.5640682
PSB_1460,PSB_1460,sea vessel,5250,10198,,-1,-0.2359241,-0.6434997,1,0.7971761,0.7300287,,2,1.0331,1.373528,2.837985
PSB_396,PSB_396,building,5250,8682,,-1,-0.9298987,-0.7588341,0.5918348,0.7694575,0.9999999,,1.591835,1.699356,1.758834,4.757812
PSB_296,PSB_296,head body part,5250,10081,,-1,-0.7590593,-0.5550703,1,0.2889807,0.4806365,,2,1.04804,1.035707,2.170924
PSB_1120,PSB_1120,winged vehicle aircraft,5250,8904,,-1,-0.6876597,-0.34307,0.8679295,1,0.2592083,,1.867929,1.68766,0.6022783,1.89864
PSB_1555,PSB_1555,car vehicle,5250,9448,,-1,-0.2721016,-0.2706643,0.9999999,0.4628658,0.6345332,,2,0.7349674,0.9051975,1.330581
PSB_1215,PSB_1215,winged vehicle aircraft,5250,10444,,-1,-0.8615581,-0.2560007,1,0.566186,0.1734365,,2,1.427744,0.4294372,1.226253
PSB_1598,PSB_1598,chess piece,5250,10496,,-1,-0.3085554,-0.3101879,1,0.5566204,0.5566761,,2,0.8651758,0.866864,1.499979
PSB_1176,PSB_1176,winged vehicle aircraft,5250,9737,,-1,-0.819708,-0.2910278,1,0.8514442,0.1101941,,2,1.671152,0.4012219,1.341006
PSB_1250,PSB_1250,winged vehicle aircraft,5250,10387,,-0.9395627,-1,-0.2175732,0.8828818,1,0.1756355,,1.822444,2,0.3932087,1.433202
PSB_1057,PSB_1057,plant,5250,8040,,-1,-0.8123022,-0.7367898,0.9999999,0.7759322,0.8891691,,2,1.588234,1.625959,5.164807
PSB_1293,PSB_1293,winged vehicle aircraft,5250,9958,,-1,-0.3094496,-0.09428477,0.9910431,1,0.3150364,,1.991043,1.30945,0.4093212,1.06717
PSB_1434,PSB_1434,sea vessel,5250,10353,,-1,-0.5824174,-0.3140944,1,0.7397023,0.2865672,,2,1.32212,0.6006616,1.588293
PSB_1529,PSB_1529,car vehicle,5250,9155,,-1,-0.456746,-0.2834769,0.9999999,0.3909845,0.3728526,,2,0.8477305,0.6563295,1.112781
PSB_1603,PSB_1603,chess piece,5250,10482,,-1,-0.2862999,-0.2932752,0.9999999,0.4610634,0.4519757,,2,0.7473633,0.7452509,1.113946
PSB_1564,PSB_1564,car vehicle,5250,7752,,-1,-0.6430708,-0.5472383,1,0.6838511,0.6140294,,2,1.326922,1.161268,3.081823
PSB_1224,PSB_1224,winged vehicle aircraft,5250,10017,,-1,-0.5616478,-0.1993146,1,0.3185507,0.0926156,,2,0.8801985,0.2919302,0.513913
